id,pose_x,pose_y,pose_z,rot_x,rot_y,rot_z,rot_w,command
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,start
1,1.5,0.0,0.0,0.0,0.0,0.0,1.0,patrol
2,1.5,1.5,0.0,0.0,0.0,0.707,0.707,patrol
3,0.0,1.5,0.0,0.0,0.0,1.0,0.0,patrol
4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,end
